Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RoleTenureRatio,ManagerTenureRatio,IncomeTenureRatio,IncomeTotalWorkRatio,RoleTenureRatio_was_nan,ManagerTenureRatio_was_nan,IncomeTenureRatio_was_nan,IncomeTotalWorkRatio_was_nan
49,No,Travel_Rarely,1091,Research & Development,1,2-College,Technical Degree,3-High,Female,90,2-Medium,4,Healthcare Representative,3-High,Single,13964,17810,7,Yes,12,3-Excellent,4-Very High,0,25,2,3-Better,7,1,0,7,0.14,1.0,1994.86,558.56,0,0,0,0
52,Yes,Travel_Rarely,723,Research & Development,8,4-Master,Medical,3-High,Male,85,2-Medium,2,Research Scientist,2-Medium,Married,4941,17747,2,No,15,3-Excellent,1-Low,0,11,3,2-Good,8,2,7,7,0.25,0.88,617.62,449.18,0,0,0,0
27,No,Travel_Rarely,1220,Research & Development,5,3-Bachelor,Life Sciences,3-High,Female,85,3-High,1,Research Scientist,2-Medium,Single,2478,20938,1,Yes,12,3-Excellent,2-Medium,0,4,2,2-Good,4,3,1,2,0.75,0.5,619.5,619.5,0,0,0,0
32,No,Travel_Rarely,588,Sales,8,2-College,Technical Degree,3-High,Female,65,2-Medium,2,Sales Executive,2-Medium,Married,5228,24624,1,Yes,11,3-Excellent,4-Very High,0,13,2,3-Better,13,12,11,9,0.92,0.69,402.15,402.15,0,0,0,0
27,No,Travel_Rarely,1377,Sales,2,3-Bachelor,Life Sciences,4-Very High,Male,74,3-High,2,Sales Executive,3-High,Single,4478,5242,1,Yes,11,3-Excellent,1-Low,0,5,3,3-Better,5,4,0,4,0.8,0.8,895.6,895.6,0,0,0,0
31,No,Travel_Rarely,691,Sales,7,3-Bachelor,Marketing,4-Very High,Male,73,3-High,2,Sales Executive,4-Very High,Divorced,7547,7143,4,No,12,3-Excellent,4-Very High,3,13,3,3-Better,7,7,1,7,1.0,1.0,1078.14,580.54,0,0,0,0
32,No,Travel_Rarely,1018,Research & Development,2,4-Master,Medical,1-Low,Female,74,4-Very High,2,Research Scientist,4-Very High,Single,5055,10557,7,No,16,3-Excellent,3-High,0,10,0,2-Good,7,7,0,7,1.0,1.0,722.14,505.5,0,0,0,0
28,Yes,Travel_Rarely,1157,Research & Development,2,4-Master,Medical,1-Low,Male,84,1-Low,1,Research Scientist,4-Very High,Married,3464,24737,5,Yes,13,3-Excellent,4-Very High,0,5,4,2-Good,3,2,2,2,0.67,0.67,1154.67,692.8,0,0,0,0
30,No,Travel_Rarely,1275,Research & Development,28,2-College,Medical,4-Very High,Female,64,3-High,2,Research Scientist,4-Very High,Married,5775,11934,1,No,13,3-Excellent,4-Very High,2,11,2,3-Better,10,8,1,9,0.8,0.9,577.5,525.0,0,0,0,0
31,No,Travel_Frequently,798,Research & Development,7,2-College,Life Sciences,3-High,Female,48,2-Medium,3,Manufacturing Director,3-High,Married,8943,14034,1,No,24,4-Outstanding,1-Low,1,10,2,3-Better,10,9,8,9,0.9,0.9,894.3,894.3,0,0,0,0
39,No,Travel_Frequently,672,Research & Development,7,2-College,Medical,3-High,Male,54,2-Medium,5,Manager,4-Very High,Married,19272,21141,1,No,15,3-Excellent,1-Low,1,21,2,3-Better,21,9,13,3,0.43,0.14,917.71,917.71,0,0,0,0
39,Yes,Travel_Rarely,1162,Sales,3,2-College,Medical,4-Very High,Female,41,3-High,2,Sales Executive,3-High,Married,5238,17778,4,Yes,18,3-Excellent,1-Low,0,12,3,2-Good,1,0,0,0,0.0,0.0,5238.0,436.5,0,0,0,0
33,No,Travel_Frequently,508,Sales,10,3-Bachelor,Marketing,2-Medium,Male,46,2-Medium,2,Sales Executive,4-Very High,Single,4682,4317,3,No,14,3-Excellent,3-High,0,9,6,2-Good,7,7,0,1,1.0,0.14,668.86,520.22,0,0,0,0
47,No,Travel_Rarely,1482,Research & Development,5,5-Doctor,Life Sciences,4-Very High,Male,42,3-High,5,Research Director,3-High,Married,18300,16375,4,No,11,3-Excellent,2-Medium,1,21,2,3-Better,3,2,1,1,0.67,0.33,6100.0,871.43,0,0,0,0
43,No,Travel_Frequently,559,Research & Development,10,4-Master,Life Sciences,3-High,Female,82,2-Medium,2,Laboratory Technician,3-High,Divorced,5257,6227,1,No,11,3-Excellent,2-Medium,1,9,3,4-Best,9,7,0,0,0.78,0.0,584.11,584.11,0,0,0,0
27,No,Non-Travel,210,Sales,1,1-Below College,Marketing,3-High,Male,73,3-High,2,Sales Executive,2-Medium,Married,6349,22107,0,Yes,13,3-Excellent,4-Very High,1,6,0,3-Better,5,4,1,4,0.8,0.8,1269.8,1058.17,0,0,0,0
54,No,Travel_Frequently,928,Research & Development,20,4-Master,Life Sciences,4-Very High,Female,31,3-High,2,Research Scientist,3-High,Single,4869,16885,3,No,12,3-Excellent,4-Very High,0,20,4,2-Good,4,3,0,3,0.75,0.75,1217.25,243.45,0,0,0,0
43,No,Travel_Rarely,1001,Research & Development,7,3-Bachelor,Life Sciences,3-High,Female,43,3-High,3,Healthcare Representative,1-Low,Married,9985,9262,8,No,16,3-Excellent,1-Low,1,10,1,2-Good,1,0,0,0,0.0,0.0,9985.0,998.5,0,0,0,0
45,No,Travel_Rarely,549,Research & Development,8,4-Master,Other,4-Very High,Male,75,3-High,2,Research Scientist,4-Very High,Married,3697,9278,9,No,14,3-Excellent,1-Low,2,12,3,3-Better,10,9,9,8,0.9,0.8,369.7,308.08,0,0,0,0
40,No,Travel_Rarely,1124,Sales,1,2-College,Medical,2-Medium,Male,57,1-Low,2,Sales Executive,4-Very High,Married,7457,13273,2,Yes,22,4-Outstanding,3-High,3,6,2,2-Good,4,3,0,2,0.75,0.5,1864.25,1242.83,0,0,0,0
29,Yes,Travel_Rarely,318,Research & Development,8,4-Master,Other,2-Medium,Male,77,1-Low,1,Laboratory Technician,1-Low,Married,2119,4759,1,Yes,11,3-Excellent,4-Very High,0,7,4,2-Good,7,7,0,7,1.0,1.0,302.71,302.71,0,0,0,0
29,No,Travel_Rarely,738,Research & Development,9,5-Doctor,Other,2-Medium,Male,30,2-Medium,1,Laboratory Technician,4-Very High,Single,3983,7621,0,No,17,3-Excellent,3-High,0,4,2,3-Better,3,2,2,2,0.67,0.67,1327.67,995.75,0,0,0,0
30,No,Travel_Rarely,570,Sales,5,3-Bachelor,Marketing,4-Very High,Female,30,2-Medium,2,Sales Executive,3-High,Divorced,6118,5431,1,No,13,3-Excellent,3-High,3,10,2,3-Better,10,9,1,2,0.9,0.2,611.8,611.8,0,0,0,0
27,No,Travel_Rarely,1130,Sales,8,4-Master,Marketing,2-Medium,Female,56,3-High,2,Sales Executive,2-Medium,Married,6214,3415,1,No,18,3-Excellent,1-Low,1,8,3,3-Better,8,7,0,7,0.88,0.88,776.75,776.75,0,0,0,0
37,No,Travel_Rarely,1192,Research & Development,5,2-College,Medical,4-Very High,Male,61,3-High,2,Manufacturing Director,4-Very High,Divorced,6347,23177,7,No,16,3-Excellent,3-High,2,8,2,2-Good,6,2,0,4,0.33,0.67,1057.83,793.38,0,0,0,0
38,No,Travel_Rarely,343,Research & Development,15,2-College,Life Sciences,3-High,Male,92,2-Medium,3,Research Director,4-Very High,Divorced,11510,15682,0,Yes,14,3-Excellent,2-Medium,1,12,3,3-Better,11,10,2,9,0.91,0.82,1046.36,959.17,0,0,0,0
31,No,Travel_Rarely,1232,Research & Development,7,4-Master,Medical,3-High,Female,39,3-High,3,Manufacturing Director,4-Very High,Single,7143,25713,1,Yes,14,3-Excellent,3-High,0,11,2,2-Good,11,9,4,10,0.82,0.91,649.36,649.36,0,0,0,0
29,No,Travel_Rarely,144,Sales,10,1-Below College,Marketing,4-Very High,Female,39,2-Medium,2,Sales Executive,2-Medium,Divorced,8268,11866,1,Yes,14,3-Excellent,1-Low,2,7,2,3-Better,7,7,1,7,1.0,1.0,1181.14,1181.14,0,0,0,0
35,No,Travel_Rarely,1296,Research & Development,5,4-Master,Technical Degree,3-High,Male,62,3-High,3,Manufacturing Director,2-Medium,Single,8095,18264,0,No,13,3-Excellent,4-Very High,0,17,5,3-Better,16,6,0,13,0.38,0.81,505.94,476.18,0,0,0,0
23,No,Travel_Rarely,1309,Research & Development,26,1-Below College,Life Sciences,3-High,Male,83,3-High,1,Research Scientist,4-Very High,Divorced,2904,16092,1,No,12,3-Excellent,3-High,2,4,2,2-Good,4,2,0,2,0.5,0.5,726.0,726.0,0,0,0,0
41,No,Travel_Rarely,483,Research & Development,6,3-Bachelor,Medical,4-Very High,Male,95,2-Medium,2,Manufacturing Director,2-Medium,Single,6032,10110,6,Yes,15,3-Excellent,4-Very High,0,8,3,3-Better,5,4,1,2,0.8,0.4,1206.4,754.0,0,0,0,0
47,No,Travel_Frequently,1309,Sales,4,1-Below College,Medical,2-Medium,Male,99,3-High,2,Sales Representative,3-High,Single,2976,25751,3,No,19,3-Excellent,1-Low,0,5,3,3-Better,0,0,0,0,0.0,0.0,0.0,595.2,0,0,0,0
42,No,Travel_Rarely,810,Research & Development,23,5-Doctor,Life Sciences,1-Low,Female,44,3-High,4,Research Director,4-Very High,Single,15992,15901,2,No,14,3-Excellent,2-Medium,0,16,2,3-Better,1,0,0,0,0.0,0.0,15992.0,999.5,0,0,0,0
29,No,Non-Travel,746,Sales,2,3-Bachelor,Life Sciences,4-Very High,Male,61,3-High,2,Sales Executive,3-High,Married,4649,16928,1,No,14,3-Excellent,1-Low,1,4,3,2-Good,4,3,0,2,0.75,0.5,1162.25,1162.25,0,0,0,0
42,No,Travel_Rarely,544,Human Resources,2,1-Below College,Technical Degree,3-High,Male,52,3-High,1,Human Resources,3-High,Divorced,2696,24017,0,Yes,11,3-Excellent,3-High,1,4,5,3-Better,3,2,1,0,0.67,0.0,898.67,674.0,0,0,0,0
32,No,Travel_Rarely,1062,Research & Development,2,3-Bachelor,Medical,3-High,Female,75,3-High,1,Laboratory Technician,2-Medium,Married,2370,3956,1,No,13,3-Excellent,3-High,1,8,4,3-Better,8,0,0,7,0.0,0.88,296.25,296.25,0,0,0,0
48,No,Travel_Rarely,530,Sales,29,1-Below College,Medical,1-Low,Female,91,3-High,3,Manager,3-High,Married,12504,23978,3,No,21,4-Outstanding,2-Medium,1,15,3,1-Bad,0,0,0,0,0.0,0.0,0.0,833.6,0,0,0,0
37,No,Travel_Rarely,1319,Research & Development,6,3-Bachelor,Medical,3-High,Male,51,4-Very High,2,Research Scientist,1-Low,Divorced,5974,17001,4,Yes,13,3-Excellent,1-Low,2,13,2,3-Better,7,7,6,7,1.0,1.0,853.43,459.54,0,0,0,0
30,No,Non-Travel,641,Sales,25,2-College,Technical Degree,4-Very High,Female,85,3-High,2,Sales Executive,3-High,Married,4736,6069,7,Yes,12,3-Excellent,2-Medium,1,4,2,4-Best,2,2,2,2,1.0,1.0,2368.0,1184.0,0,0,0,0
26,No,Travel_Rarely,933,Sales,1,3-Bachelor,Life Sciences,3-High,Male,57,3-High,2,Sales Executive,3-High,Married,5296,20156,1,No,17,3-Excellent,2-Medium,1,8,3,3-Better,8,7,7,7,0.88,0.88,662.0,662.0,0,0,0,0
42,No,Travel_Rarely,1332,Research & Development,2,4-Master,Other,1-Low,Male,98,2-Medium,2,Healthcare Representative,4-Very High,Single,6781,17078,3,No,23,4-Outstanding,2-Medium,0,14,6,3-Better,1,0,0,0,0.0,0.0,6781.0,484.36,0,0,0,0
21,Yes,Travel_Frequently,756,Sales,1,1-Below College,Technical Degree,1-Low,Female,99,2-Medium,1,Sales Representative,2-Medium,Single,2174,9150,1,Yes,11,3-Excellent,3-High,0,3,3,3-Better,3,2,1,2,0.67,0.67,724.67,724.67,0,0,0,0
36,No,Non-Travel,845,Sales,1,5-Doctor,Medical,4-Very High,Female,45,3-High,2,Sales Executive,4-Very High,Single,6653,15276,4,No,15,3-Excellent,2-Medium,0,7,6,3-Better,1,0,0,0,0.0,0.0,6653.0,950.43,0,0,0,0
36,No,Travel_Frequently,541,Sales,3,4-Master,Medical,1-Low,Male,48,2-Medium,3,Sales Executive,4-Very High,Married,9699,7246,4,No,11,3-Excellent,1-Low,1,16,2,3-Better,13,9,1,12,0.69,0.92,746.08,606.19,0,0,0,0
57,No,Travel_Rarely,593,Research & Development,1,4-Master,Medical,4-Very High,Male,88,3-High,2,Healthcare Representative,3-High,Married,6755,2967,2,No,11,3-Excellent,3-High,0,15,2,3-Better,3,2,1,2,0.67,0.67,2251.67,450.33,0,0,0,0
40,No,Travel_Rarely,1171,Research & Development,10,4-Master,Life Sciences,4-Very High,Female,46,4-Very High,1,Laboratory Technician,3-High,Married,2213,22495,3,Yes,13,3-Excellent,3-High,1,10,3,3-Better,7,7,1,7,1.0,1.0,316.14,221.3,0,0,0,0
21,No,Non-Travel,895,Sales,9,2-College,Medical,1-Low,Male,39,3-High,1,Sales Representative,4-Very High,Single,2610,2851,1,No,24,4-Outstanding,3-High,0,3,3,2-Good,3,2,2,2,0.67,0.67,870.0,870.0,0,0,0,0
33,Yes,Travel_Rarely,350,Sales,5,3-Bachelor,Marketing,4-Very High,Female,34,3-High,1,Sales Representative,3-High,Single,2851,9150,1,Yes,13,3-Excellent,2-Medium,0,1,2,3-Better,1,0,0,0,0.0,0.0,2851.0,2851.0,0,0,0,0
37,No,Travel_Rarely,921,Research & Development,10,3-Bachelor,Medical,3-High,Female,98,3-High,1,Laboratory Technician,1-Low,Married,3452,17663,6,No,20,4-Outstanding,2-Medium,1,17,3,3-Better,5,4,0,3,0.8,0.6,690.4,203.06,0,0,0,0
46,No,Non-Travel,1144,Research & Development,7,4-Master,Medical,3-High,Female,30,3-High,2,Manufacturing Director,3-High,Married,5258,16044,2,No,14,3-Excellent,3-High,0,7,2,4-Best,1,0,0,0,0.0,0.0,5258.0,751.14,0,0,0,0
41,Yes,Travel_Frequently,143,Sales,4,3-Bachelor,Marketing,1-Low,Male,56,3-High,2,Sales Executive,2-Medium,Single,9355,9558,1,No,18,3-Excellent,3-High,0,8,5,3-Better,8,7,7,7,0.88,0.88,1169.38,1169.38,0,0,0,0
50,No,Travel_Rarely,1046,Research & Development,10,3-Bachelor,Technical Degree,4-Very High,Male,100,2-Medium,3,Healthcare Representative,4-Very High,Single,10496,2755,6,No,15,3-Excellent,4-Very High,0,20,2,3-Better,4,3,1,3,0.75,0.75,2624.0,524.8,0,0,0,0
40,Yes,Travel_Rarely,575,Sales,22,2-College,Marketing,3-High,Male,68,2-Medium,2,Sales Executive,3-High,Married,6380,6110,2,Yes,12,3-Excellent,1-Low,2,8,6,3-Better,6,4,1,0,0.67,0.0,1063.33,797.5,0,0,0,0
31,No,Travel_Rarely,408,Research & Development,9,4-Master,Life Sciences,3-High,Male,42,2-Medium,1,Research Scientist,2-Medium,Single,2657,7551,0,Yes,16,3-Excellent,4-Very High,0,3,5,3-Better,2,2,2,2,1.0,1.0,1328.5,885.67,0,0,0,0
21,Yes,Travel_Rarely,156,Sales,12,3-Bachelor,Life Sciences,3-High,Female,90,4-Very High,1,Sales Representative,2-Medium,Single,2716,25422,1,No,15,3-Excellent,4-Very High,0,1,0,3-Better,1,0,0,0,0.0,0.0,2716.0,2716.0,0,0,0,0
29,No,Travel_Rarely,1283,Research & Development,23,3-Bachelor,Life Sciences,4-Very High,Male,54,3-High,1,Research Scientist,4-Very High,Single,2201,18168,9,No,16,3-Excellent,4-Very High,0,6,4,3-Better,3,2,1,2,0.67,0.67,733.67,366.83,0,0,0,0
35,No,Travel_Rarely,755,Research & Development,9,4-Master,Life Sciences,3-High,Male,97,2-Medium,2,Healthcare Representative,2-Medium,Single,6540,19394,9,No,19,3-Excellent,3-High,0,10,5,3-Better,1,1,0,0,1.0,0.0,6540.0,654.0,0,0,0,0
27,No,Travel_Rarely,1469,Research & Development,1,2-College,Medical,4-Very High,Male,82,3-High,1,Laboratory Technician,2-Medium,Divorced,3816,17881,1,No,11,3-Excellent,2-Medium,1,5,2,3-Better,5,2,0,4,0.4,0.8,763.2,763.2,0,0,0,0
28,No,Travel_Rarely,304,Sales,9,4-Master,Life Sciences,2-Medium,Male,92,3-High,2,Sales Executive,4-Very High,Single,5253,20750,1,No,16,3-Excellent,4-Very High,0,7,1,3-Better,7,5,0,7,0.71,1.0,750.43,750.43,0,0,0,0
49,No,Travel_Rarely,1261,Research & Development,7,3-Bachelor,Other,2-Medium,Male,31,2-Medium,3,Healthcare Representative,3-High,Single,10965,12066,8,No,24,4-Outstanding,3-High,0,26,2,3-Better,5,2,0,0,0.4,0.0,2193.0,421.73,0,0,0,0
51,No,Travel_Rarely,1178,Sales,14,2-College,Life Sciences,3-High,Female,87,3-High,2,Sales Executive,4-Very High,Married,4936,14862,4,No,11,3-Excellent,3-High,1,18,2,2-Good,7,7,0,7,1.0,1.0,705.14,274.22,0,0,0,0
36,No,Travel_Rarely,329,Research & Development,2,3-Bachelor,Life Sciences,4-Very High,Female,96,3-High,1,Research Scientist,3-High,Married,2543,11868,4,No,13,3-Excellent,2-Medium,1,6,3,3-Better,2,2,2,2,1.0,1.0,1271.5,423.83,0,0,0,0
34,Yes,Non-Travel,1362,Sales,19,3-Bachelor,Marketing,1-Low,Male,67,4-Very High,2,Sales Executive,4-Very High,Single,5304,4652,8,Yes,13,3-Excellent,2-Medium,0,9,3,2-Good,5,2,0,4,0.4,0.8,1060.8,589.33,0,0,0,0
55,No,Travel_Rarely,1311,Research & Development,2,3-Bachelor,Life Sciences,3-High,Female,97,3-High,4,Manager,4-Very High,Single,16659,23258,2,Yes,13,3-Excellent,3-High,0,30,2,3-Better,5,4,1,2,0.8,0.4,3331.8,555.3,0,0,0,0
24,No,Travel_Rarely,1371,Sales,10,4-Master,Marketing,4-Very High,Female,77,3-High,2,Sales Executive,3-High,Divorced,4260,5915,1,Yes,12,3-Excellent,4-Very High,1,5,2,4-Best,5,2,0,3,0.4,0.6,852.0,852.0,0,0,0,0
30,No,Travel_Rarely,202,Sales,2,1-Below College,Technical Degree,3-High,Male,72,3-High,1,Sales Representative,2-Medium,Married,2476,17434,1,No,18,3-Excellent,1-Low,1,1,3,3-Better,1,0,0,0,0.0,0.0,2476.0,2476.0,0,0,0,0
26,Yes,Travel_Frequently,575,Research & Development,3,1-Below College,Technical Degree,3-High,Male,73,3-High,1,Research Scientist,1-Low,Single,3102,6582,0,No,22,4-Outstanding,3-High,0,7,2,3-Better,6,4,0,4,0.67,0.67,517.0,443.14,0,0,0,0
22,No,Travel_Rarely,253,Research & Development,11,3-Bachelor,Medical,1-Low,Female,43,3-High,1,Research Scientist,2-Medium,Married,2244,24440,1,No,13,3-Excellent,4-Very High,1,2,1,3-Better,2,1,1,2,0.5,1.0,1122.0,1122.0,0,0,0,0
36,No,Travel_Rarely,164,Sales,2,2-College,Medical,2-Medium,Male,61,2-Medium,3,Sales Executive,3-High,Married,7596,3809,1,No,13,3-Excellent,2-Medium,2,10,2,3-Better,10,9,9,0,0.9,0.0,759.6,759.6,0,0,0,0
30,Yes,Travel_Frequently,464,Research & Development,4,3-Bachelor,Technical Degree,3-High,Male,40,3-High,1,Research Scientist,4-Very High,Single,2285,3427,9,Yes,23,4-Outstanding,3-High,0,3,4,3-Better,1,0,0,0,0.0,0.0,2285.0,761.67,0,0,0,0
37,No,Travel_Rarely,1107,Research & Development,14,3-Bachelor,Life Sciences,4-Very High,Female,95,3-High,1,Laboratory Technician,1-Low,Divorced,3034,26914,1,No,12,3-Excellent,3-High,1,18,2,2-Good,18,7,12,17,0.39,0.94,168.56,168.56,0,0,0,0
40,No,Travel_Rarely,759,Sales,2,2-College,Marketing,4-Very High,Female,46,3-High,2,Sales Executive,2-Medium,Divorced,5715,22553,7,No,12,3-Excellent,3-High,2,8,5,3-Better,5,4,1,3,0.8,0.6,1143.0,714.38,0,0,0,0
42,No,Travel_Rarely,201,Research & Development,1,4-Master,Life Sciences,2-Medium,Female,95,3-High,1,Laboratory Technician,1-Low,Divorced,2576,20490,3,No,16,3-Excellent,2-Medium,1,8,5,3-Better,5,2,1,2,0.4,0.4,515.2,322.0,0,0,0,0
37,No,Travel_Rarely,1305,Research & Development,10,4-Master,Life Sciences,3-High,Male,49,3-High,2,Manufacturing Director,2-Medium,Single,4197,21123,2,Yes,12,3-Excellent,4-Very High,0,18,2,2-Good,1,0,0,1,0.0,1.0,4197.0,233.17,0,0,0,0
43,No,Travel_Rarely,982,Research & Development,12,3-Bachelor,Life Sciences,1-Low,Male,59,2-Medium,4,Research Director,2-Medium,Divorced,14336,4345,1,No,11,3-Excellent,3-High,1,25,3,3-Better,25,10,3,9,0.4,0.36,573.44,573.44,0,0,0,0
40,No,Travel_Rarely,555,Research & Development,2,3-Bachelor,Medical,2-Medium,Female,78,2-Medium,2,Laboratory Technician,3-High,Married,3448,13436,6,No,22,4-Outstanding,2-Medium,1,20,3,3-Better,1,0,0,0,0.0,0.0,3448.0,172.4,0,0,0,0
54,No,Travel_Rarely,821,Research & Development,5,2-College,Medical,1-Low,Male,86,3-High,5,Research Director,1-Low,Married,19406,8509,4,No,11,3-Excellent,3-High,1,24,4,2-Good,4,2,1,2,0.5,0.5,4851.5,808.58,0,0,0,0
34,No,Non-Travel,1381,Sales,4,4-Master,Marketing,3-High,Female,72,3-High,2,Sales Executive,3-High,Married,6538,12740,9,No,15,3-Excellent,1-Low,1,6,3,3-Better,3,2,1,2,0.67,0.67,2179.33,1089.67,0,0,0,0
31,No,Travel_Rarely,480,Research & Development,7,2-College,Medical,2-Medium,Female,31,3-High,2,Manufacturing Director,1-Low,Married,4306,4156,1,No,12,3-Excellent,2-Medium,1,13,5,1-Bad,13,10,3,12,0.77,0.92,331.23,331.23,0,0,0,0
43,No,Travel_Frequently,313,Research & Development,21,3-Bachelor,Medical,4-Very High,Male,61,3-High,1,Laboratory Technician,4-Very High,Married,2258,15238,7,No,20,4-Outstanding,1-Low,1,8,1,3-Better,3,2,1,2,0.67,0.67,752.67,282.25,0,0,0,0
43,No,Travel_Rarely,1473,Research & Development,8,4-Master,Other,3-High,Female,74,3-High,2,Healthcare Representative,3-High,Divorced,4522,2227,4,Yes,14,3-Excellent,4-Very High,0,8,3,3-Better,5,2,0,2,0.4,0.4,904.4,565.25,0,0,0,0
25,No,Travel_Rarely,891,Sales,4,2-College,Life Sciences,2-Medium,Female,99,2-Medium,2,Sales Executive,4-Very High,Single,4487,12090,1,Yes,11,3-Excellent,2-Medium,0,5,3,3-Better,5,4,1,3,0.8,0.6,897.4,897.4,0,0,0,0
37,No,Non-Travel,1063,Research & Development,25,5-Doctor,Medical,2-Medium,Female,72,3-High,2,Research Scientist,3-High,Married,4449,23866,3,Yes,15,3-Excellent,1-Low,2,15,2,3-Better,13,11,10,7,0.85,0.54,342.23,296.6,0,0,0,0
31,No,Travel_Rarely,329,Research & Development,1,2-College,Life Sciences,4-Very High,Male,98,2-Medium,1,Laboratory Technician,1-Low,Married,2218,16193,1,No,12,3-Excellent,3-High,1,4,3,3-Better,4,2,3,2,0.5,0.5,554.5,554.5,0,0,0,0
39,No,Travel_Frequently,1218,Research & Development,1,1-Below College,Life Sciences,2-Medium,Male,52,3-High,5,Manager,3-High,Divorced,19197,8213,1,Yes,14,3-Excellent,3-High,1,21,3,3-Better,21,8,1,6,0.38,0.29,914.14,914.14,0,0,0,0
56,No,Travel_Frequently,906,Sales,6,3-Bachelor,Life Sciences,3-High,Female,86,4-Very High,4,Sales Executive,1-Low,Married,13212,18256,9,No,11,3-Excellent,4-Very High,3,36,0,2-Good,7,7,7,7,1.0,1.0,1887.43,367.0,0,0,0,0
30,No,Travel_Rarely,1082,Sales,12,3-Bachelor,Technical Degree,2-Medium,Female,83,3-High,2,Sales Executive,3-High,Single,6577,19558,0,No,11,3-Excellent,2-Medium,0,6,6,3-Better,5,4,4,4,0.8,0.8,1315.4,1096.17,0,0,0,0
41,No,Travel_Rarely,645,Sales,1,3-Bachelor,Marketing,2-Medium,Male,49,4-Very High,3,Sales Executive,1-Low,Married,8392,19566,1,No,16,3-Excellent,3-High,1,10,2,3-Better,10,7,0,7,0.7,0.7,839.2,839.2,0,0,0,0
28,No,Travel_Rarely,1300,Research & Development,17,2-College,Medical,3-High,Male,79,3-High,2,Laboratory Technician,1-Low,Divorced,4558,13535,1,No,12,3-Excellent,4-Very High,1,10,2,3-Better,10,0,1,8,0.0,0.8,455.8,455.8,0,0,0,0
25,Yes,Travel_Rarely,688,Research & Development,3,3-Bachelor,Medical,1-Low,Male,91,3-High,1,Laboratory Technician,1-Low,Married,4031,9396,5,No,13,3-Excellent,3-High,1,6,5,3-Better,2,2,0,2,1.0,1.0,2015.5,671.83,0,0,0,0
52,No,Travel_Rarely,319,Research & Development,3,3-Bachelor,Medical,4-Very High,Male,39,2-Medium,3,Manufacturing Director,3-High,Married,7969,19609,2,Yes,14,3-Excellent,3-High,0,28,4,3-Better,5,4,0,4,0.8,0.8,1593.8,284.61,0,0,0,0
45,No,Travel_Rarely,192,Research & Development,10,2-College,Life Sciences,1-Low,Male,69,3-High,1,Research Scientist,4-Very High,Married,2654,9655,3,No,21,4-Outstanding,4-Very High,2,8,3,2-Good,2,2,0,2,1.0,1.0,1327.0,331.75,0,0,0,0
52,No,Travel_Rarely,1490,Research & Development,4,2-College,Life Sciences,4-Very High,Female,30,3-High,4,Manager,4-Very High,Married,16555,10310,2,No,13,3-Excellent,4-Very High,0,31,2,1-Bad,5,2,1,4,0.4,0.8,3311.0,534.03,0,0,0,0
42,No,Travel_Frequently,532,Research & Development,29,2-College,Life Sciences,1-Low,Female,92,3-High,2,Research Scientist,3-High,Divorced,4556,12932,2,No,11,3-Excellent,2-Medium,1,19,3,3-Better,5,4,0,2,0.8,0.4,911.2,239.79,0,0,0,0
30,No,Travel_Rarely,317,Research & Development,2,3-Bachelor,Life Sciences,3-High,Female,43,1-Low,2,Manufacturing Director,4-Very High,Single,6091,24793,2,No,20,4-Outstanding,3-High,0,11,2,3-Better,5,4,0,2,0.8,0.4,1218.2,553.73,0,0,0,0
60,No,Travel_Rarely,422,Research & Development,7,3-Bachelor,Life Sciences,1-Low,Female,41,3-High,5,Manager,1-Low,Married,19566,3854,5,No,11,3-Excellent,4-Very High,0,33,5,1-Bad,29,8,11,10,0.28,0.34,674.69,592.91,0,0,0,0
46,No,Travel_Rarely,1485,Research & Development,18,3-Bachelor,Medical,3-High,Female,87,3-High,2,Manufacturing Director,3-High,Divorced,4810,26314,2,No,14,3-Excellent,3-High,1,19,5,2-Good,10,7,0,8,0.7,0.8,481.0,253.16,0,0,0,0
42,No,Travel_Frequently,1368,Research & Development,28,4-Master,Technical Degree,4-Very High,Female,88,2-Medium,2,Healthcare Representative,4-Very High,Married,4523,4386,0,No,11,3-Excellent,4-Very High,3,7,4,4-Best,6,5,0,4,0.83,0.67,753.83,646.14,0,0,0,0
24,Yes,Travel_Rarely,1448,Sales,1,1-Below College,Technical Degree,1-Low,Female,62,3-High,1,Sales Representative,2-Medium,Single,3202,21972,1,Yes,16,3-Excellent,2-Medium,0,6,4,3-Better,5,3,1,4,0.6,0.8,640.4,533.67,0,0,0,0
34,Yes,Travel_Frequently,296,Sales,6,2-College,Marketing,4-Very High,Female,33,1-Low,1,Sales Representative,3-High,Divorced,2351,12253,0,No,16,3-Excellent,4-Very High,1,3,3,2-Good,2,2,1,0,1.0,0.0,1175.5,783.67,0,0,0,0
